variable_1,variable_2,pearson,spearman,max_abs
pvgis_perdidas_totales_pct,temperatura_media_2m_c,-0.6285816414299876,-0.638418180985386,0.638418180985386
densidad_poblacion,digital_torres_mastiles_1000km2,0.6252815414270723,0.5143986448334275,0.6252815414270723
logistica_places_n_por_1000km2,pvgis_produccion_anual_kwh_kwp,-0.5764420403975987,-0.6062147860153267,0.6062147860153267
electrica_densidad_subestaciones_1000km2,punto_rocio_medio_c,0.5990684523881082,0.5110107284020328,0.5990684523881082
nivel_formativo_terciario,hidrica_wei_area_estres_grave_pct_territorio_2019_2023,-0.5917226894417783,-0.586839899142498,0.5917226894417783
nivel_formativo_terciario,pvgis_perdidas_totales_pct,0.4760042051768279,0.581802792370375,0.581802792370375
nivel_formativo_terciario,ambiental_penalizacion_media_0_1,0.5759759725656378,0.5331827380081984,0.5759759725656378
pvgis_perdidas_totales_pct,hidrica_wei_area_estres_grave_pct_territorio_2019_2023,-0.5026686764013522,-0.5717515036789474,0.5717515036789474
ambiental_penalizacion_media_0_1,electrica_densidad_subestaciones_1000km2,-0.5632970377021139,-0.27498588368153587,0.5632970377021139
densidad_poblacion,digital_data_centers_osm_n,0.4921964313447084,0.551075713192581,0.551075713192581
corine_compat_media_0_3,precipitation_daily_mean_mm_2024_2025,-0.5509498649384151,-0.549407114624506,0.5509498649384151
corine_compat_media_0_3,pvgis_produccion_anual_kwh_kwp,0.5503102250308384,0.48135600902614945,0.5503102250308384
electrica_densidad_subestaciones_1000km2,digital_exchanges_centrales_telecom_1000km2,0.5440466506499347,0.36430388349077114,0.5440466506499347
logistica_places_n_por_1000km2,hidrica_wei_area_estres_grave_pct_territorio_2019_2023,-0.42952992008577656,-0.5437605872388481,0.5437605872388481
logistica_road_alta_capacidad_km_por_1000km2,logistica_places_n_por_1000km2,0.5289660656599225,0.5381140598531903,0.5381140598531903
pvgis_perdidas_totales_pct,pvgis_coef_variacion_mensual,0.5372706414888769,0.5127190503109101,0.5372706414888769
electrica_densidad_alta_tension_km_1000km2,digital_torres_mastiles_1000km2,0.5349853214296391,0.42405420666290233,0.5349853214296391
digital_exchanges_centrales_telecom_1000km2,punto_rocio_medio_c,0.5243642409935066,0.5015532535500848,0.5243642409935066
nivel_formativo_terciario,pvgis_produccion_anual_kwh_kwp,-0.5104502009696774,-0.43825941280546465,0.5104502009696774
electrica_densidad_alta_tension_km_1000km2,electrica_densidad_subestaciones_1000km2,0.5093502418833799,0.49294184076792774,0.5093502418833799
pvgis_coef_variacion_mensual,hidrica_wei_area_estres_grave_pct_territorio_2019_2023,-0.49156459652209433,-0.41355938803655096,0.49156459652209433
ambiental_penalizacion_media_0_1,punto_rocio_medio_c,-0.4831208345463833,-0.4432523997741389,0.4831208345463833
pvgis_perdidas_totales_pct,ambiental_densidad_sitios_1000km2,0.391920469598911,0.4796610935014095,0.4796610935014095
