familia,PC1,PC2,PC3
Ambiental,1.5663473488248232,8.951143828935857,29.9915340435613
CORINE,0.01996983684722026,6.561025307365065,4.746765251357862
Climática,10.881142979529894,28.332224420523502,10.35697747682218
Digital,14.332372549667294,15.15092000259461,8.344044191904949
Eléctrica,15.765985949428442,8.25150145643666,7.657035379706972
Hídrica,6.800253065460556,5.047266100326049,0.10977327838360765
Logística,20.504604966618558,3.4711733910489615,9.467480903558616
PVGIS,18.021285931595287,14.259340163870412,8.400031731507614
Socioeconómica,12.108037372027837,9.975405328898773,20.92635774319694
